index,SOURCEID,shortname,A/S/C,RA_deg,DE_deg,J_mag,H_mag,K_mag,SpT,Stetson_JHK,range_J,range_H,range_K,vanilla_period_J,vanilla_per_amp_J,vanilla_per_fap_J,vanilla_period_H,vanilla_per_amp_H,vanilla_per_fap_H,vanilla_period_K,vanilla_per_amp_K,vanilla_per_fap_K,poly2_period_J,poly2_per_amp_J,poly2_per_fap_J,poly2_period_H,poly2_per_amp_H,poly2_per_fap_H,poly2_period_K,poly2_per_amp_K,poly2_per_fap_K,poly4_period_J,poly4_per_amp_J,poly4_per_fap_J,poly4_period_H,poly4_per_amp_H,poly4_per_fap_H,poly4_period_K,poly4_per_amp_K,poly4_per_fap_K,Periodic?,Period,Amp,Method,Best Band
134,4.49898E+13,ic_134A_M5.8_Q0,A,56.09708323,32.03179579,14.84321022,14.22425556,13.7539444,5.75,0.201370713,0.012393379,0.014897919,0.018831444,0.05,3.80E-03,2.75E-02,0.93,4.16E-03,7.49E-02,0.12,6.02E-03,2.44E-01,0.12,3.98E-03,3.13E-02,0.04,4.84E-03,6.26E-02,0.32,5.95E-03,7.45E-01,0.12,3.94E-03,3.55E-02,0.04,4.85E-03,5.78E-02,0.05,6.22E-03,7.61E-01,,,,,
135,4.49898E+13,ic_135C_M5.0_Q2,C,56.09820125,32.15941437,13.45678043,12.80261326,12.36861515,5,0.35765497,0.021747589,0.015636826,0.024047661,81.30,5.78E-03,1.47E-02,0.12,4.90E-03,2.41E-02,0.69,7.38E-03,1.71E-02,0.05,6.00E-03,8.30E-03,0.06,5.03E-03,1.86E-02,0.69,5.80E-03,4.70E-02,0.05,5.71E-03,2.81E-03,0.07,4.43E-03,1.95E-02,0.69,5.77E-03,5.09E-02,,,,,
136,4.49898E+13,ic_136A_M4.5_Q0,A,56.09852338,32.03132475,14.54993343,13.10276031,12.19148159,4.5,0.468955944,0.018033218,0.017657661,0.018564034,1.86,6.07E-03,5.91E-03,0.05,5.48E-03,2.08E-02,0.19,7.24E-03,4.89E-03,1.86,5.67E-03,3.00E-02,1.85,5.41E-03,8.17E-02,0.19,7.07E-03,7.66E-03,1.86,5.89E-03,1.13E-02,0.07,5.35E-03,5.90E-02,0.19,7.07E-03,7.70E-03,,,,,
137,4.49898E+13,ic_137C_M2.5_Q2,C,56.09861368,32.1129452,12.19462681,11.43608189,11.07184029,2.5,3.735275065,0.053447056,0.057230377,0.047386551,9.67,2.43E-02,1.49E-14,9.65,2.65E-02,5.92E-17,9.66,2.08E-02,3.91E-11,9.65,2.31E-02,6.80E-11,9.62,2.57E-02,2.15E-12,9.68,2.09E-02,1.16E-09,9.74,2.18E-02,7.53E-10,9.62,2.56E-02,2.80E-12,9.71,2.01E-02,1.25E-08,,,,,
138,4.49898E+13,ic_138C_M3.0_Q2,C,56.1019053,32.02881571,15.71776485,14.69445324,13.80511284,3,3.100177441,0.072012138,0.070281792,0.082708359,0.06,2.07E-02,1.17E-02,0.05,2.23E-02,2.00E-02,0.05,2.47E-02,6.90E-02,0.07,1.91E-02,1.44E-01,0.07,2.25E-02,3.90E-02,0.05,2.31E-02,2.21E-01,0.06,1.88E-02,1.11E-01,0.07,2.27E-02,3.20E-02,0.05,2.33E-02,1.84E-01,,,,,
139,4.49898E+13,ic_139C_M1.0_Q2,C,56.10238662,32.0658697,12.79807663,11.83988762,11.37774277,1,7.492007187,0.083764839,0.092485237,0.076693153,4.94,4.47E-02,7.86E-33,4.94,5.07E-02,1.42E-34,4.94,4.12E-02,6.01E-36,4.94,4.38E-02,2.72E-29,4.94,4.87E-02,3.89E-30,4.94,4.08E-02,3.50E-30,4.94,4.41E-02,8.49E-31,4.94,4.86E-02,2.77E-29,4.94,4.08E-02,2.23E-30,,,,,
140,4.49898E+13,ic_140A_M3.8_Q0,A,56.10240689,32.167516,14.19361877,13.43503857,13.01441002,3.75,0.415055967,0.023219681,0.02687149,0.019976044,0.47,5.88E-03,7.40E-02,0.07,7.96E-03,5.02E-04,0.11,5.23E-03,7.64E-02,0.06,6.81E-03,1.99E-02,4.17,8.87E-03,8.29E-06,18.31,6.67E-03,1.79E-02,0.06,6.66E-03,1.68E-02,1.31,8.24E-03,2.19E-05,18.28,6.70E-03,1.39E-02,,,,,
141,4.49898E+13,ic_141A_M4.8_Q0,A,56.10544209,32.17021087,12.818923,12.02020168,11.47249031,4.75,2.224565095,0.027458,0.047698975,0.059452629,0.16,7.68E-03,3.68E-02,0.50,2.30E-02,3.72E-06,0.50,3.45E-02,8.18E-09,0.17,6.51E-03,4.74E-02,2.17,1.11E-02,2.05E-03,1.01,1.11E-02,2.51E-03,0.17,6.35E-03,7.14E-02,1.85,1.09E-02,1.07E-04,62.50,1.13E-02,1.55E-03,,,,,
142,4.49898E+13,ic_142A_M2.0_Q-1,A,56.10625182,32.19200769,13.46238518,12.21425819,11.11238289,2,30.42921666,0.769881248,0.605540276,0.432876778,0.09,3.89E-01,1.12E-02,0.50,2.73E-01,1.42E-03,0.05,1.72E-01,5.40E-03,0.06,3.78E-01,1.23E-02,1.69,2.05E-01,6.62E-02,0.06,1.53E-01,1.34E-01,4.46,2.90E-01,8.66E-02,1.69,1.95E-01,3.33E-02,0.06,1.53E-01,1.34E-01,,,,,
143,4.49898E+13,ic_143S_M2.2_Q1JHK,S,56.10647677,32.10474794,12.82508373,11.67412472,11.09047127,2.25,10.11682383,0.106294441,0.116274643,0.102743816,7.43,5.64E-02,1.41E-37,7.43,6.43E-02,5.82E-31,7.43,5.30E-02,7.90E-26,7.42,5.35E-02,1.14E-28,7.45,6.06E-02,3.21E-19,7.47,4.99E-02,9.08E-20,7.43,5.29E-02,2.07E-27,7.45,6.05E-02,4.46E-19,7.47,4.94E-02,1.94E-19,,,,,
144,4.49898E+13,ic_144A_M0.5_Q0,A,56.10656327,32.20832043,11.84451008,11.06715202,10.76284027,0.5,6.939351001,0.084579659,0.097894669,0.081037712,8.40,4.17E-02,1.71E-30,8.42,4.61E-02,1.75E-26,8.40,3.92E-02,6.14E-27,8.37,3.78E-02,2.54E-26,8.39,4.26E-02,5.07E-20,8.39,3.48E-02,4.04E-21,8.37,3.79E-02,1.01E-26,8.39,4.22E-02,2.35E-19,8.38,3.48E-02,1.78E-21,,,,,
145,4.49898E+13,ic_145C_M5.5_Q2,C,56.10709691,32.2636879,14.95198059,14.04251003,13.36091614,5.5,1.191322014,0.03096714,0.025921822,0.029582977,0.17,8.75E-03,1.57E-02,0.50,1.35E-02,2.52E-04,0.14,8.51E-03,1.43E-02,0.21,8.38E-03,8.19E-02,0.07,7.08E-03,8.48E-02,0.10,7.06E-03,1.13E-01,0.21,8.34E-03,8.73E-02,0.07,6.84E-03,5.63E-02,0.10,7.11E-03,1.00E-01,,,,,
146,4.49898E+13,ic_146C_M5.5_Q2,C,56.10732479,32.15165041,14.65408611,13.80372238,13.22691727,5.5,1.207829195,0.025614548,0.029925537,0.023744202,0.73,8.16E-03,2.30E-04,1.58,1.16E-02,1.45E-08,2.70,9.24E-03,1.25E-05,0.73,8.51E-03,1.15E-03,2.70,1.13E-02,8.24E-07,2.70,8.78E-03,8.74E-04,2.70,8.72E-03,3.87E-04,2.70,1.14E-02,4.96E-07,2.70,8.73E-03,9.73E-04,,,,,
147,4.49898E+13,ic_147C_M6.0_Q2,C,56.10748036,32.18302186,17.2658577,15.70555592,14.62866592,6,0.147563984,0.073241806,0.042302895,0.028207207,1.46,2.29E-02,3.85E-02,0.04,1.29E-02,1.56E-02,0.06,8.69E-03,1.73E-02,0.15,2.16E-02,3.07E-01,0.07,1.20E-02,5.72E-02,0.06,8.93E-03,1.90E-02,1.47,2.09E-02,3.56E-01,0.07,1.20E-02,4.89E-02,0.06,8.97E-03,1.06E-02,,,,,
148,4.49898E+13,ic_148A_L1.0_Q1K,A,56.10804287,32.13482688,19.29153252,18.36858177,17.46290588,11,7.90394E-06,0.429364014,0.291327858,0.273421097,0.05,1.19E-01,1.16E-01,0.12,8.53E-02,3.07E-02,0.05,7.80E-02,8.08E-03,0.05,1.50E-01,1.24E-01,0.12,7.81E-02,1.50E-01,0.07,7.64E-02,1.06E-01,0.05,1.49E-01,1.22E-01,0.66,7.67E-02,2.05E-01,0.07,7.53E-02,1.28E-01,,,,,
149,4.49898E+13,ic_149A_M4.8_Q1J,A,56.11098733,32.0662059,11.76765919,10.98753452,10.60368633,4.75,2.867953032,0.043621826,0.044864273,0.042928505,1.47,1.97E-02,2.60E-10,1.47,1.67E-02,1.50E-06,1.47,1.82E-02,7.22E-07,3.10,1.74E-02,3.79E-06,1.47,1.56E-02,5.07E-04,0.76,1.91E-02,1.29E-06,3.10,1.72E-02,7.02E-06,1.47,1.53E-02,8.10E-04,0.76,1.85E-02,2.55E-06,,,,,
150,4.49898E+13,ic_150C_M5.0_Q2,C,56.11109965,32.04343058,14.427248,13.81621456,13.32285118,5,1.315274507,0.024703979,0.02449379,0.026491356,0.41,1.17E-02,1.23E-02,2.00,3.00E-02,4.76E-03,0.50,2.15E-02,4.50E-05,0.69,7.24E-03,1.18E-01,0.12,7.86E-03,3.52E-03,0.06,8.06E-03,1.98E-03,0.09,7.10E-03,1.07E-01,0.12,7.63E-03,6.11E-03,0.06,8.43E-03,2.35E-03,,,,,
151,4.49898E+13,ic_151A_M0.5_Q0,A,56.11119665,32.13898206,12.94087124,11.64601707,10.81997967,0.5,13.73075278,0.166474915,0.175446129,0.177819061,9.29,6.92E-02,4.77E-08,9.28,6.73E-02,1.71E-06,0.91,5.95E-02,7.00E-04,9.36,6.57E-02,1.14E-06,9.43,7.22E-02,3.97E-07,0.90,6.44E-02,9.27E-05,9.36,5.87E-02,4.82E-05,9.45,6.91E-02,2.12E-06,0.90,6.01E-02,7.50E-04,,,,,
152,4.49898E+13,ic_152C_M8.2_Q2,C,56.11201008,32.15725519,16.68537903,16.05970955,15.4418602,8.25,0.114378599,0.051151276,0.039502716,0.043753433,0.62,1.20E-02,1.44E-01,6.69,1.17E-02,7.47E-02,0.05,1.27E-02,8.38E-03,0.05,1.35E-02,3.33E-01,0.15,1.18E-02,2.81E-01,0.17,1.31E-02,4.74E-02,0.05,1.39E-02,2.38E-01,0.04,1.09E-02,3.12E-01,0.05,1.36E-02,4.93E-02,,,,,
153,4.49898E+13,ic_153C_M8.2_Q2,C,56.11212883,32.2140411,16.38096237,15.72582054,15.12170029,8.25,0.309042657,0.059903717,0.057688713,0.055231667,0.06,1.62E-02,1.15E-02,0.37,1.56E-02,1.48E-02,0.06,1.44E-02,8.78E-02,0.10,1.43E-02,1.95E-01,0.07,1.55E-02,3.82E-02,0.10,1.62E-02,1.88E-02,0.10,1.48E-02,5.27E-02,0.07,1.55E-02,3.62E-02,0.10,1.60E-02,2.28E-02,,,,,
154,4.49898E+13,ic_154A_M1.0_Q1JH,A,56.11258474,32.07879036,11.92220497,11.19271755,10.87591553,1,2.980447756,0.049552727,0.044771481,0.040009975,8.90,2.27E-02,4.10E-12,1.12,1.95E-02,5.77E-08,1.12,1.84E-02,6.70E-12,8.94,2.23E-02,8.68E-12,1.12,1.92E-02,2.18E-08,1.12,1.87E-02,1.83E-14,8.94,2.17E-02,4.95E-11,1.12,1.92E-02,4.77E-09,1.12,1.88E-02,6.00E-15,,,,,
155,4.49898E+13,ic_155C_M9.0_Q2,C,56.11325951,32.06295162,17.17485809,16.37624931,15.65315056,9,-0.068590663,0.05891037,0.058454514,0.04556179,0.05,1.83E-02,1.48E-02,0.08,1.57E-02,3.29E-02,0.05,1.67E-02,1.08E-02,0.04,2.26E-02,1.92E-03,0.08,1.88E-02,2.34E-02,0.05,1.85E-02,1.48E-02,0.04,2.26E-02,2.03E-03,0.08,1.88E-02,2.18E-02,0.05,1.85E-02,1.49E-02,,,,,
156,4.49898E+13,ic_156C_M5.0_Q2,C,56.11340617,32.34133601,13.68546867,12.99198723,12.49650955,5,1.384283769,0.03111515,0.031937599,0.027872467,0.71,1.04E-02,6.20E-05,2.43,1.25E-02,5.37E-08,1.69,1.04E-02,1.45E-04,2.44,8.77E-03,1.09E-02,0.41,1.22E-02,1.91E-06,2.44,1.04E-02,3.94E-05,2.44,8.62E-03,1.01E-02,0.41,1.21E-02,2.88E-06,2.44,1.04E-02,3.63E-05,,,,,
157,4.49898E+13,ic_157C_M3.5_Q2,C,56.11354369,32.23915806,13.06189632,12.02555656,11.3427,3.5,25.02304916,0.374214745,0.29804039,0.237196732,90.91,2.51E-01,2.43E-05,90.09,1.74E-01,1.29E-04,61.73,1.15E-01,9.51E-06,76.92,2.09E-01,3.28E-03,74.63,1.59E-01,7.45E-03,71.94,1.12E-01,5.19E-04,0.50,3.82E-01,3.73E-02,0.50,3.04E-01,7.16E-02,0.25,9.89E-02,1.17E-02,,,,,
158,4.49898E+13,ic_158C_M4.8_Q2,C,56.11354694,32.17704625,13.60493183,12.74604797,12.07323742,4.75,17.41522735,0.28071537,0.255589676,0.196749496,0.05,9.42E-02,5.37E-02,0.09,7.68E-02,9.30E-02,0.04,5.55E-02,2.78E-02,0.08,9.25E-02,2.48E-01,0.05,8.46E-02,1.41E-01,0.06,4.81E-02,3.21E-01,0.36,9.15E-02,2.65E-01,0.10,7.56E-02,2.14E-01,0.06,4.80E-02,3.24E-01,,,,,
159,4.49898E+13,ic_159C_M4.8_Q2,C,56.1136852,32.12157053,14.39087772,13.67838669,13.25101089,4.75,0.157821057,0.020200729,0.014490128,0.018038559,0.04,5.27E-03,9.15E-03,0.76,5.77E-03,1.78E-02,0.06,5.28E-03,1.01E-01,0.07,4.91E-03,8.51E-02,2.79,5.32E-03,3.97E-01,0.06,5.01E-03,5.10E-02,1.03,5.10E-03,1.58E-01,0.07,5.13E-03,2.57E-01,0.06,4.98E-03,5.78E-02,,,,,
160,4.49898E+13,ic_160A_L1.0_Q0,A,56.11449369,32.10673984,19.46316528,19.11628151,18.16540337,11,,0,0.688463593,0.471031952,1.00,0.00E+00,1.00E+00,0.50,2.56E-01,1.37E-02,0.67,1.30E-01,3.35E-02,1.00,0.00E+00,1.00E+00,0.18,2.73E-01,3.31E-02,0.14,1.50E-01,5.69E-02,1.00,0.00E+00,1.00E+00,0.18,2.58E-01,5.94E-02,0.14,1.46E-01,7.77E-02,,,,,
161,4.49898E+13,ic_161A_M2.0_Q1JH,A,56.11617154,32.12544935,12.09148502,11.32300091,10.9634304,2,0.448565614,0.025259209,0.020867157,0.022065353,0.14,7.45E-03,4.23E-02,0.05,7.04E-03,4.75E-02,0.08,8.29E-03,2.88E-02,0.05,6.94E-03,2.02E-01,0.05,8.10E-03,3.38E-02,0.08,7.10E-03,2.27E-02,0.08,6.98E-03,3.98E-02,0.05,8.02E-03,3.71E-02,0.08,7.11E-03,2.23E-02,,,,,
162,4.49898E+13,ic_162C_M4.0_Q2,C,56.1162439,32.45524402,12.81432533,11.86862278,11.18453312,4,16.19989213,0.25558176,0.206416512,0.177532673,1.93,9.53E-02,2.80E-06,1.93,7.75E-02,5.12E-04,0.07,5.38E-02,1.84E-02,1.93,1.04E-01,2.54E-06,1.93,8.29E-02,8.25E-04,0.06,5.61E-02,1.36E-02,1.93,1.04E-01,2.49E-06,1.93,8.25E-02,8.88E-04,0.06,5.55E-02,1.56E-02,,,,,
163,4.49898E+13,ic_163C_M5.5_Q2,C,56.11657488,32.08879494,14.83754921,14.24074173,13.78933811,5.5,0.800267637,0.021184921,0.022324944,0.022095871,1.70,8.30E-03,1.22E-08,1.70,8.89E-03,1.03E-10,1.70,7.56E-03,8.90E-05,1.70,8.99E-03,1.53E-09,1.70,8.71E-03,1.85E-07,1.70,7.59E-03,3.11E-04,1.70,8.91E-03,4.48E-10,1.70,8.73E-03,1.11E-07,1.70,7.58E-03,2.70E-04,,,,,
164,4.49898E+13,ic_164C_M3.2_Q2,C,56.11720472,32.266748,12.17092896,11.37630558,11.01781368,3.25,6.258291903,0.07303009,0.074435043,0.073327827,2.67,3.65E-02,1.56E-23,2.67,4.08E-02,1.03E-26,2.67,3.49E-02,6.90E-26,2.67,3.47E-02,5.05E-24,2.67,3.98E-02,1.76E-22,2.67,3.45E-02,3.44E-22,2.67,3.44E-02,5.20E-23,2.67,3.99E-02,5.74E-23,2.67,3.46E-02,3.16E-23,,,,,
165,4.49898E+13,ic_165C_M3.0_Q2,C,56.11842023,32.18959483,14.430439,12.66271496,11.74572945,3,2.822861216,0.036259651,0.051514435,0.043268394,0.53,1.41E-02,2.75E-05,0.90,1.54E-02,8.47E-03,8.87,1.66E-02,2.44E-08,1.13,1.59E-02,2.50E-07,8.73,1.81E-02,4.77E-05,8.76,1.70E-02,2.37E-10,1.13,1.59E-02,2.57E-07,8.75,1.86E-02,7.56E-07,8.76,1.70E-02,1.20E-10,,,,,
166,4.49898E+13,ic_166A_M3.5_Q1JH,A,56.11879794,31.99834361,12.00431538,11.22350979,10.79457474,3.5,4.741704006,0.10455761,0.07765255,0.066197014,84.75,3.34E-02,1.33E-03,0.20,2.60E-02,3.36E-03,0.23,1.64E-02,1.90E-02,24.81,3.41E-02,1.14E-02,0.06,2.06E-02,2.60E-01,0.19,1.68E-02,6.20E-02,24.81,3.36E-02,1.42E-02,0.06,2.07E-02,1.52E-01,0.19,1.70E-02,3.83E-02,,,,,
167,4.49898E+13,ic_167C_M5.8_Q2,C,56.12032512,32.07302678,15.05100918,14.35579967,13.79144859,5.75,0.633443097,0.026618576,0.022247696,0.022941399,1.56,9.68E-03,7.66E-06,2.78,8.58E-03,2.83E-05,0.06,7.28E-03,1.75E-02,1.56,9.12E-03,1.51E-03,2.79,7.97E-03,3.60E-04,0.06,7.33E-03,7.02E-02,1.56,9.15E-03,6.81E-04,2.79,7.97E-03,3.22E-04,0.06,7.28E-03,6.66E-02,,,,,
168,4.49898E+13,ic_168C_M3.2_Q2,C,56.12060977,32.02719319,15.56828594,13.6071291,12.31500053,3.25,20.11071857,0.290059853,0.238354683,0.258401108,0.50,9.53E-02,2.53E-05,0.50,9.60E-02,8.29E-07,0.51,1.07E-01,1.07E-09,0.09,6.36E-02,9.97E-02,69.93,6.68E-02,1.74E-03,72.99,6.79E-02,9.06E-04,0.09,6.28E-02,1.21E-01,0.10,5.18E-02,1.26E-02,0.95,4.99E-02,8.43E-04,,,,,
169,4.49898E+13,ic_169A_M4.5_Q1J,A,56.12133607,32.1326058,13.6118269,12.90653038,12.51380539,4.5,0.792246241,0.020663834,0.020429802,0.021295547,0.07,6.17E-03,1.05E-02,0.19,5.80E-03,9.41E-03,0.63,7.74E-03,3.24E-04,0.07,6.76E-03,4.93E-03,1.70,5.83E-03,5.17E-02,1.71,7.36E-03,7.80E-04,0.07,6.47E-03,1.30E-02,0.07,6.07E-03,8.39E-02,1.71,7.59E-03,1.46E-04,,,,,
170,4.49898E+13,ic_170S_M3.8_Q1JHK,S,56.12174574,32.02105024,14.38129807,12.99360085,12.14019966,3.75,2.530091329,0.030348778,0.037991905,0.05500946,54.94,1.20E-02,5.52E-08,0.50,1.73E-02,5.28E-05,0.50,2.96E-02,5.68E-10,59.88,9.66E-03,4.49E-05,3.75,1.16E-02,1.46E-03,65.79,1.09E-02,5.47E-02,63.69,9.99E-03,1.32E-04,0.79,1.19E-02,5.52E-04,61.73,1.01E-02,3.28E-02,,,,,
171,4.49898E+13,ic_171C_M5.0_Q2,C,56.1230128,32.06791259,14.26305485,13.42532158,12.87540054,5,1.104021259,0.021253967,0.025472069,0.021490669,0.67,7.23E-03,2.65E-04,0.67,9.29E-03,2.74E-06,2.04,8.21E-03,9.03E-06,0.40,6.26E-03,3.23E-03,2.03,7.74E-03,7.88E-03,2.04,8.80E-03,1.48E-05,0.67,6.72E-03,8.56E-05,2.03,7.73E-03,8.05E-03,2.04,8.81E-03,1.36E-05,,,,,
172,4.49898E+13,ic_172C_M6.0_Q2,C,56.12418695,32.01516492,13.62769794,12.94182968,12.33276176,6,1.08026502,0.02253418,0.028829384,0.030685806,0.17,6.55E-03,8.58E-03,3.22,8.13E-03,1.20E-02,0.50,2.16E-02,1.01E-06,0.17,5.99E-03,7.59E-02,3.20,8.36E-03,2.13E-02,0.21,7.21E-03,2.40E-02,0.17,6.11E-03,3.83E-02,3.21,8.53E-03,7.07E-03,0.21,7.30E-03,1.63E-02,,,,,
173,4.49898E+13,ic_173C_M5.5_Q2,C,56.12453968,31.98530555,13.73418999,13.05769634,12.58319092,5.5,1.513818217,0.035471725,0.038187981,0.028934097,0.08,9.76E-03,4.18E-03,0.06,1.10E-02,5.49E-03,98.04,9.99E-03,9.33E-04,0.08,1.03E-02,8.11E-02,0.37,9.47E-03,2.33E-02,0.05,9.02E-03,4.02E-02,0.58,8.67E-03,7.26E-02,0.36,8.98E-03,1.77E-02,0.06,9.34E-03,5.26E-02,,,,,
174,4.49898E+13,ic_174A_M8.2_Q0,A,56.12460618,32.32252408,15.05045795,14.31577301,13.68043709,8.25,8.807767098,0.175397873,0.163138771,0.214681625,0.13,5.86E-02,4.36E-02,0.10,4.50E-02,1.43E-02,0.33,9.63E-02,3.12E-02,0.08,5.53E-02,1.90E-01,0.05,4.92E-02,7.06E-02,0.05,6.74E-02,7.53E-02,0.04,6.71E-02,1.24E-01,0.06,4.60E-02,1.72E-01,0.04,5.63E-02,7.34E-02,,,,,
175,4.49898E+13,ic_175A_M4.0_Q0,A,56.12494627,32.32301005,12.44480419,11.63619137,11.2129612,4,2.764352185,0.06565094,0.041213036,0.043678856,84.03,2.24E-02,6.91E-06,8.68,2.10E-02,4.82E-17,8.68,1.82E-02,3.58E-09,8.74,2.10E-02,4.70E-07,8.67,2.07E-02,2.49E-15,8.70,1.59E-02,2.42E-07,8.73,2.10E-02,3.86E-07,8.67,2.07E-02,8.94E-16,8.70,1.60E-02,1.51E-07,,,,,
176,4.49898E+13,ic_176A_M6.5_Q-1,A,56.12487249,32.16095721,15.09747505,14.36243153,13.66092777,6.5,5.219536675,0.043672562,0.042435265,0.039248848,2.00,8.07E-02,5.82E-05,0.20,2.51E-02,4.61E-02,0.10,1.85E-02,1.22E-02,0.05,1.44E-02,1.33E-03,0.04,1.42E-02,1.05E-01,0.05,1.94E-02,1.70E-02,0.04,1.30E-02,1.14E-02,0.06,1.30E-02,8.11E-02,0.05,1.93E-02,1.75E-02,,,,,
177,4.49898E+13,ic_177C_M2.5_Q2,C,56.12497331,32.15583729,13.46935749,12.0234499,11.29053974,2.5,1.653304755,0.032698822,0.034088326,0.028632355,0.90,1.13E-02,2.60E-06,9.29,1.21E-02,1.55E-06,0.90,1.07E-02,2.21E-08,0.90,1.20E-02,4.31E-06,9.33,1.29E-02,2.01E-06,0.90,1.11E-02,1.40E-07,0.90,1.18E-02,4.29E-06,9.34,1.18E-02,2.57E-06,0.90,1.08E-02,4.65E-07,,,,,
178,4.49898E+13,ic_178C_M6.0_Q2,C,56.12524053,32.14692741,14.58653831,13.80887985,13.16216755,6,5.473387874,0.109418106,0.069977379,0.082815742,94.34,3.92E-02,1.25E-02,0.04,3.13E-02,2.41E-02,0.06,2.35E-02,2.35E-02,0.62,3.51E-02,3.28E-01,0.05,3.28E-02,1.33E-01,0.06,2.55E-02,2.89E-02,0.05,3.75E-02,3.57E-01,0.05,3.31E-02,1.15E-01,0.06,2.46E-02,3.41E-02,,,,,
179,4.49898E+13,ic_179C_M2.2_Q2,C,56.12620889,32.19311642,16.58447647,15.36140633,14.32955933,2.25,17.0646861,0.494422913,0.45333786,0.379303551,0.50,1.51E-01,1.98E-05,1.24,1.29E-01,1.34E-03,36.76,1.39E-01,3.39E-03,5.05,1.16E-01,3.83E-04,1.24,1.19E-01,1.69E-03,36.63,1.42E-01,2.35E-03,5.05,1.13E-01,3.26E-04,1.24,1.22E-01,4.21E-04,36.36,1.42E-01,1.81E-03,,,,,
180,4.49898E+13,ic_180C_M3.5_Q2,C,56.12625934,32.12850954,13.93829632,12.72171497,12.09608746,3.5,1.207210765,0.027509689,0.030259323,0.02701931,6.63,8.49E-03,8.90E-04,6.61,1.25E-02,6.50E-09,6.61,8.35E-03,2.50E-03,0.07,8.66E-03,9.69E-03,6.66,1.14E-02,1.40E-06,0.05,7.81E-03,1.58E-02,0.04,7.48E-03,1.39E-02,6.67,1.08E-02,6.60E-06,0.05,8.15E-03,3.98E-03,,,,,
181,4.49898E+13,ic_181A_M2.0_Q0,A,56.12726024,32.10827528,12.81703758,11.89605427,11.49448586,2,0.885930878,0.017995071,0.024580765,0.025535393,0.86,6.07E-03,1.30E-02,0.86,7.93E-03,2.64E-04,6.00,9.69E-03,2.60E-04,0.07,6.12E-03,9.41E-02,5.99,8.22E-03,3.81E-04,1.20,7.96E-03,5.21E-03,0.07,6.06E-03,1.14E-01,5.99,8.22E-03,3.94E-04,1.20,7.83E-03,5.32E-03,,,,,
182,4.49898E+13,ic_182C_M5.5_Q2,C,56.12897246,32.04561409,15.47155952,14.4961462,13.71207809,5.5,1.4087677,0.030197906,0.026627541,0.043688965,0.06,8.63E-03,5.24E-03,0.06,9.01E-03,7.33E-02,0.50,2.48E-02,5.26E-03,0.06,8.45E-03,4.35E-03,1.12,7.28E-03,4.63E-01,0.06,1.21E-02,6.68E-02,0.06,8.23E-03,6.08E-03,1.12,7.16E-03,5.37E-01,0.06,1.24E-02,3.95E-02,,,,,
183,4.49898E+13,ic_183C_M5.5_Q2,C,56.12932466,32.09609574,14.03261662,13.27849579,12.76899242,5.5,1.132607354,0.0246418,0.030436516,0.023880577,2.60,1.05E-02,4.66E-08,1.62,1.07E-02,1.64E-05,1.62,9.72E-03,7.18E-07,2.60,1.04E-02,8.67E-09,2.60,1.04E-02,5.18E-04,1.62,1.06E-02,1.27E-08,2.60,1.04E-02,4.08E-09,2.60,1.05E-02,3.19E-04,1.62,1.06E-02,1.60E-08,,,,,
184,4.49898E+13,ic_184C_M3.2_Q2,C,56.12970728,32.31347907,14.5850544,13.43710136,12.61782742,3.25,19.98510885,0.393111801,0.39040184,0.240620613,0.73,1.28E-01,2.40E-03,0.05,9.48E-02,3.89E-03,0.99,6.43E-02,7.77E-02,0.73,1.17E-01,4.40E-03,0.05,9.34E-02,1.19E-02,0.42,7.83E-02,1.78E-02,0.73,1.18E-01,2.79E-03,0.27,9.32E-02,2.27E-02,0.42,8.24E-02,1.40E-03,,,,,
185,4.49898E+13,ic_185C_M0.5_Q2,C,56.12995908,32.09968078,15.14007568,13.65375805,12.31613827,0.5,29.40293735,0.61057415,0.460586357,0.327383041,0.08,2.07E-01,2.73E-02,0.08,1.53E-01,4.55E-03,0.26,9.68E-02,2.81E-02,1.19,2.25E-01,4.89E-02,0.08,1.61E-01,4.07E-02,0.36,1.06E-01,7.11E-02,1.19,2.03E-01,1.07E-01,0.08,1.56E-01,5.26E-02,0.06,9.60E-02,8.57E-02,,,,,
186,4.49898E+13,ic_186C_M5.2_Q2,C,56.13001985,32.24642556,15.34087372,14.26523972,13.56295586,5.25,1.362018608,0.034576225,0.034750938,0.039565277,0.04,1.07E-02,2.69E-02,0.06,1.10E-02,5.22E-02,0.10,1.19E-02,2.97E-03,0.05,1.04E-02,2.69E-01,0.08,1.10E-02,4.45E-02,0.09,9.68E-03,5.35E-02,0.05,1.04E-02,2.68E-01,0.08,1.12E-02,1.06E-02,0.09,9.09E-03,6.07E-02,,,,,
187,4.49898E+13,ic_187C_M6.0_Q2,C,56.13060036,32.13652249,17.44463348,16.81953621,16.18084335,6,0.477042803,0.08374176,0.087046814,0.091339874,0.77,2.23E-02,1.94E-02,0.06,2.48E-02,5.52E-02,0.19,2.74E-02,6.61E-03,0.11,2.33E-02,8.10E-02,0.06,2.83E-02,1.38E-02,0.23,2.42E-02,2.03E-01,0.11,2.27E-02,1.14E-01,0.06,2.84E-02,1.30E-02,0.08,2.07E-02,4.60E-01,,,,,
