index,SOURCEID,shortname,A/S/C,RA_deg,DE_deg,J_mag,H_mag,K_mag,SpT,Stetson_JHK,range_J,range_H,range_K,vanilla_period_J,vanilla_per_amp_J,vanilla_per_fap_J,vanilla_period_H,vanilla_per_amp_H,vanilla_per_fap_H,vanilla_period_K,vanilla_per_amp_K,vanilla_per_fap_K,poly2_period_J,poly2_per_amp_J,poly2_per_fap_J,poly2_period_H,poly2_per_amp_H,poly2_per_fap_H,poly2_period_K,poly2_per_amp_K,poly2_per_fap_K,poly4_period_J,poly4_per_amp_J,poly4_per_fap_J,poly4_period_H,poly4_per_amp_H,poly4_per_fap_H,poly4_period_K,poly4_per_amp_K,poly4_per_fap_K
26,44989782469686,ic_026A_M1.5_Q0,A,55.95318838353723,32.125898228565596,12.514294624328613,11.755475997924805,11.435602188110352,1.5,1.4161830727570976,0.0226287841796875,0.03328666687011861,0.024891090393065696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,44989782441467,ic_027C_M4.5_Q2,C,55.9533891345184,32.264297140567216,12.962185859680176,12.183146476745605,11.761761665344238,4.5,3.0437240154422516,0.045497703552246804,0.0484466552734375,0.038836479187013495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,44989782469660,ic_028C_M3.5_Q2,C,55.95581799857422,32.17773663564593,12.667866706848145,11.934713363647461,11.58806324005127,3.5,2.681643816380719,0.036072349548341265,0.04254951477050639,0.03443031311035227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,44989782469609,ic_029S_M9.0_Q1JHK,S,55.960771769348035,32.054881168444005,17.685537338256836,16.32593536376953,15.059264183044434,9.0,0.8834307302836498,0.12088088989257884,0.0696765899658196,0.046683120727538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,44989782469563,ic_030C_M4.2_Q2,C,55.967027376825996,32.06107594139958,13.78062915802002,13.077218055725098,12.659497261047363,4.25,0.6418347327537786,0.017642402648926137,0.020026779174804332,0.018111228942871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,44989782469500,ic_031A_M4.2_Q0,A,55.97419422796609,32.125060303162265,13.760868072509766,12.969006538391113,12.5377836227417,4.25,0.9465878555198121,0.01918220520019709,0.027344894409180753,0.021111106872560015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,44989782469466,ic_032C_M4.2_Q2,C,55.97763997126167,32.008308490550846,12.536006927490234,11.816929817199707,11.381125450134277,4.25,0.5887113084980086,0.023318672180176137,0.02622470855712855,0.0214246749877951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,44989782469417,ic_033C_M6.0_Q2,C,55.97954713575552,32.12069165335428,14.128768920898438,13.525432586669922,13.0142822265625,6.0,0.6849191703048407,0.017709541320799715,0.021812057495116832,0.022304153442384234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,44989782469408,ic_034C_M5.8_Q2,C,55.98028819628423,32.131459524738446,13.618104934692383,13.064167976379395,12.544687271118164,5.75,3.1514383951822915,0.04997406005859517,0.04334049224853587,0.04734611511230469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,44989782469347,ic_035S_M8.0_Q1HK,S,55.984000695021905,32.05173525644207,19.58832550048828,17.518047332763672,15.70915699005127,8.0,-0.4084660212198893,0.32708740234375,0.18642578125000142,0.05850391387939524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,44989782469358,ic_036C_M0.0_Q2,C,55.98417159678952,32.1433788785966,12.69477367401123,11.87612247467041,11.524893760681152,0.0,1.3079359266493054,0.02572860717773473,0.026654434204100852,0.02139301300048757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,44989782469336,ic_037C_M7.2_Q2,C,55.98494414304578,32.1664404607795,15.41544246673584,14.685240745544434,14.074310302734375,7.25,0.879215913660386,0.03143959045410227,0.028159332275389914,0.02083911895751811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,44989782469473,ic_038A_M6.8_Q1J,A,55.98842730636836,32.02603662062617,15.621748924255371,14.214674949645996,13.066015243530273,6.75,1.3450796944754464,0.029080581665036576,0.031779670715332387,0.03407478332519531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,44989782441140,ic_039C_M6.0_Q2,C,55.98976274276111,32.24690695760383,14.935630798339844,14.304154396057129,13.781755447387695,6.0,2.604606048405519,0.06006984710693253,0.04693317413330078,0.0365345001220696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,44989782469472,ic_040A_M0.5_Q0,A,55.9899982892958,32.02706024666974,14.55135440826416,11.972526550292969,10.34463119506836,0.5,2.1387684142667482,0.05561332702636612,0.05515289306640625,0.04448413848876953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,44989782441024,ic_041C_M5.0_Q2,C,55.9923044324481,32.24233617234087,14.24243450164795,13.540422439575195,13.072341918945312,5.0,-0.15674645719472427,0.026177215576172586,0.016439437866210938,0.016569519042969105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,44989782441966,ic_042A_M3.8_Q1JH,A,55.99404972232946,32.29098044212645,12.058074951171875,11.214391708374023,10.6480712890625,3.75,5.051363760964912,0.05152091979980433,0.06859970092773438,0.10497150421142543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44989782469249,ic_043A_M1.8_Q1JH,A,55.99543339929513,32.190866967792516,12.190415382385254,11.262107849121094,10.557336807250977,1.75,13.510721443525327,0.2499713897705078,0.22030601501464986,0.20304393768310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44989782440945,ic_044C_M3.5_Q2,C,55.99617555792279,32.23924349581372,13.385988235473633,12.416376113891602,11.538345336914062,3.5,16.965157849049707,0.24202289581298686,0.2382211685180664,0.2785408020019524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,44989782469236,ic_045C_M5.8_Q2,C,55.99650471309913,32.09909002187714,14.738293647766113,14.058320999145508,13.530311584472656,5.75,0.4211172465405433,0.019408226013183594,0.02467155456542791,0.022184181213379617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,44989782441498,ic_046A_M1.0_Q0,A,55.998063440331904,32.26532101328813,13.062259674072266,12.086968421936035,11.673791885375977,1.0,7.6730771427266085,0.08960056304931463,0.09988212585449219,0.08206768035888778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,44989782469468,ic_047A_M0.5_Q0,A,55.99853045230381,32.03168285909996,14.577497482299805,11.649455070495605,9.476320266723633,0.5,27.989583333333332,0.49071216583251953,0.36958160400390483,0.2570991516113281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,44989782440832,ic_048C_M0.8_Q2,C,55.998794794940885,32.23413834160719,12.18745231628418,11.329306602478027,11.001991271972656,0.75,2.9396456763857888,0.06293249130249201,0.048142433166503906,0.040640258789062855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,44989782469207,ic_049C_M5.8_Q2,C,55.999502136983025,32.07816214984597,14.109323501586914,13.411500930786133,12.874141693115234,5.75,0.6380287120544832,0.02158622741699112,0.02640056610107422,0.02308616638183736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,44989782426890,ic_050C_M5.0_Q2,C,56.000832581644794,31.972731896674947,13.540772438049316,12.877105712890625,12.413522720336914,5.0,0.2626744320518092,0.015540504455566762,0.014356613159179688,0.019090747833253374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,44989782469180,ic_051S_M5.0_Q1HK,S,56.002001745929476,32.07574816569152,19.55134391784668,16.61280059814453,14.536806106567383,5.0,0.9006741841634114,0.39287166595459055,0.07460823059081889,0.04901828765869176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,44989782469173,ic_052A_L0.0_Q1K,A,56.003132944658525,32.072224268904655,19.310733795166016,18.465320587158203,17.690492630004883,10.0,0.3785601721869574,0.38549232482910156,0.3737894058227518,0.2870876312255852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,44989782443701,ic_053C_M4.8_Q2,C,56.006561885675886,32.39968414041217,13.535037994384766,12.77869987487793,12.304739952087402,4.75,-0.2521552816469069,0.03140392303466655,0.01916790008544922,0.02840480804443324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,44989782442720,ic_054C_M1.5_Q2,C,56.009066523366585,32.32777915744769,12.437320709228516,11.645499229431152,11.329035758972168,1.5,10.78933376736111,0.1305290222167983,0.13209915161132812,0.1242090225219723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,44989782469117,ic_055C_M5.2_Q2,C,56.009732129576854,32.17097265589424,14.9957275390625,14.266369819641113,13.726052284240723,5.25,0.5203948176764195,0.02052688598632635,0.02443962097167862,0.021959304809568536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
